source,repository.name,repository.full_name,repository.html_url,repository.description
GitHub API,ST_book_chapter,FridleyLab/ST_book_chapter,https://github.com/FridleyLab/ST_book_chapter,"A primer on pre-processing, visualization, clustering, and phenotyping of barcode-based spatial transcriptomics data (from the book ""Statistical Genomics"") – Code to generate images in the the chapter"
GitHub API,checkmyplant,apoptosus/checkmyplant,https://github.com/apoptosus/checkmyplant,Flask site monitoring my houseplant's condition
GitHub API,apple_watch_data_analysis,raviolli77/apple_watch_data_analysis,https://github.com/raviolli77/apple_watch_data_analysis,Repo to supplement the rfordatascience community talk 
GitHub API,LAMP-core-ios,BIDMCDigitalPsychiatry/LAMP-core-ios,https://github.com/BIDMCDigitalPsychiatry/LAMP-core-ios,Core scaffolding for digital phenotyping apps with reactive user interfaces. (iOS)
GitHub API,easy-rfp,lab1055/easy-rfp,https://github.com/lab1055/easy-rfp,
GitHub API,Harvard-Project-Digital-Phenotyping,silviodaniel/Harvard-Project-Digital-Phenotyping,https://github.com/silviodaniel/Harvard-Project-Digital-Phenotyping,"Working with JP Onnela and Patrick Staples on this project to analyze daily health behaviors through smartphone data. This can help to better understand and predict worsening conditions among patients with mental illness, like schizophrenia and depression. It has been found that this understanding can predict and prevent hospitalizations a few days before it occurs."
GitHub API,Digital-Phenotyping-in-DIAMANTE,kiatkai96/Digital-Phenotyping-in-DIAMANTE,https://github.com/kiatkai96/Digital-Phenotyping-in-DIAMANTE,FYP Project
GitHub API,DPNewStudents,lowellh315/DPNewStudents,https://github.com/lowellh315/DPNewStudents,"This repository has the notebooks for new students to learn about pandas, the student life dataset, and machine learning"
GitHub API,CCU002_01,BHFDSC/CCU002_01,https://github.com/BHFDSC/CCU002_01,CVD-COVID-UK project: SARS-CoV-2 infection and risk of major vascular events
GitHub API,3D-Sorghum-Inflorescence,maoli0923/3D-Sorghum-Inflorescence,https://github.com/maoli0923/3D-Sorghum-Inflorescence,
GitHub API,digital-phenotyping,code0707/digital-phenotyping,https://github.com/code0707/digital-phenotyping,
GitHub API,Honor-Thesis_friends-family,zilto/Honor-Thesis_friends-family,https://github.com/zilto/Honor-Thesis_friends-family,Predict next-day stress and happiness level using smartphone sensor data
GitHub API,agri-image,oceam/agri-image,https://github.com/oceam/agri-image,image processing for agriculture
GitHub API,digital-phenotyping,bingx1/digital-phenotyping,https://github.com/bingx1/digital-phenotyping,Year long masters advanced software project for SWEN90013 @ the University of Melbourne
GitHub API,OpenHAC,chags1313/OpenHAC,https://github.com/chags1313/OpenHAC,"A video analysis platform for digital biomarker extraction, analysis, and exploration with tools to build, assess, and deploy machine learning classifiers. "
GitHub API,tutoring,munamomo/tutoring,https://github.com/munamomo/tutoring,Tutorial ML applied in Digital Health
GitHub API,PhenomeForce,phenome-force/PhenomeForce,https://github.com/phenome-force/PhenomeForce,"This group is a platform imagined as an interactive “ metabolic network ”, where the nodes represent the different areas of plant phenomics applications, along with their sub-communities of experts. The main purpose is to provide all the knowledge essential to plan and start your own project of plant phenomics, making phenomics easy for everybody."
GitHub API,forest,onnela-lab/forest,https://github.com/onnela-lab/forest,Forest is a library for analyzing smartphone-based high-throughput digital phenotyping data
GitHub API,HyperspectralAnalysisIntroduction,GatorSense/HyperspectralAnalysisIntroduction,https://github.com/GatorSense/HyperspectralAnalysisIntroduction,Brief Introduction to Hyperspectral Image Analysis - Jupyter Notebook 
GitHub API,beiwe,onnela-lab/beiwe,https://github.com/onnela-lab/beiwe,Beiwe is a smartphone-based digital phenotyping research platform.
GitHub API,3dmcap,thsant/3dmcap,https://github.com/thsant/3dmcap,3-Demeter Capture is a tool for building 3-D point clouds from images
GitHub API,UAV-crop-analyzer,UPOL-Plant-phenotyping-research-group/UAV-crop-analyzer,https://github.com/UPOL-Plant-phenotyping-research-group/UAV-crop-analyzer,
GitHub API,phenopype,phenopype/phenopype,https://github.com/phenopype/phenopype,A phenotyping pipeline for Python
GitHub API,3D-Sorghum-Inflorescence,Topp-Roots-Lab/3D-Sorghum-Inflorescence,https://github.com/Topp-Roots-Lab/3D-Sorghum-Inflorescence,
GitHub API,deep-computational-phenotyping-papers,RigautAntoine/deep-computational-phenotyping-papers,https://github.com/RigautAntoine/deep-computational-phenotyping-papers,"An attempted survey of the current state of Computational Phenotyping, i.e. the use of deep learning for extracting insight from large Electronic Health Records"
GitHub API,CCU029_01,BHFDSC/CCU029_01,https://github.com/BHFDSC/CCU029_01,COVID-IMPACT project: Hospital admissions linked to SARS-CoV-2 infection in children: a cohort study of 3.2 million first ascertained infections in England
GitHub API,fractalgenetics,ImperialCollegeLondon/fractalgenetics,https://github.com/ImperialCollegeLondon/fractalgenetics,Analysis of the genomic architecture and functional role of myocardial trabeculae
GitHub API,loinc2hpo,monarch-initiative/loinc2hpo,https://github.com/monarch-initiative/loinc2hpo,Java library to map LOINC-encoded test results to Human Phenotype Ontology
GitHub API,CCU003_01,BHFDSC/CCU003_01,https://github.com/BHFDSC/CCU003_01,CVD-COVID-UK project: A retrospective cohort study measured predicting and validating the impact of the COVID-19 pandemic in individuals with chronic kidney disease
GitHub API,Beiwe-Analysis,onnela-lab/Beiwe-Analysis,https://github.com/onnela-lab/Beiwe-Analysis,Beiwe is a smartphone-based digital phenotyping research platform. This repository contains some data analysis code.
GitHub API,carp.client-fastAPI,cph-cachet/carp.client-fastAPI,https://github.com/cph-cachet/carp.client-fastAPI,"This is a sample project that provides all existing endpoints to communicate with the [CARP Webservices API](https://carp.cachet.dk) platform using the async framework, namely [FastAPI](http://fastapi.tiangolo.com)."
GitHub API,awesome-agriculture,brycejohnston/awesome-agriculture,https://github.com/brycejohnston/awesome-agriculture,"Open source technology for agriculture, farming, and gardening"
GitHub API,threelevel,ToreWentzel-Larsen/threelevel,https://github.com/ToreWentzel-Larsen/threelevel,
GitHub API,CCU003_03,BHFDSC/CCU003_03,https://github.com/BHFDSC/CCU003_03,CVD-COVID-UK project: Using national electronic health records for pandemic preparedness: validation of a parsimonious model for predicting excess COVID-19 deaths
GitHub API,CCU002_02,BHFDSC/CCU002_02,https://github.com/BHFDSC/CCU002_02,CVD-COVID-UK project: SARS-CoV-2 vaccination and risk of venous thromboembolism and arterial thrombotic events
GitHub API,NeuroneLabISASI.github.io,NeuroneLabISASI/NeuroneLabISASI.github.io,https://github.com/NeuroneLabISASI/NeuroneLabISASI.github.io,Research Repository NeuroneLab-ISASI (Italy)
GitHub API,tutorials,singhdj2/tutorials,https://github.com/singhdj2/tutorials,My tutorials on data wrangling and modeling.
GitHub API,Plugin,jeancomp/Plugin,https://github.com/jeancomp/Plugin,Plugin: application that makes up the OpenDP framework.
GitHub API,carp.client-api-flask,cph-cachet/carp.client-api-flask,https://github.com/cph-cachet/carp.client-api-flask,"This is a sample project that provides all existing endpoints to communicate with the [CARP Webservices API](https://carp.cachet.dk) platform using the async framework, namely [FastAPI](http://fastapi.tiangolo.com)."
GitHub API,beiwe-backend,onnela-lab/beiwe-backend,https://github.com/onnela-lab/beiwe-backend,Beiwe is a smartphone-based digital phenotyping research platform. This is the Beiwe backend code
GitHub API,data-publication,terraref/data-publication,https://github.com/terraref/data-publication,Just the content going to Dryad
GitHub API,HES-birth-cohorts,UCL-CHIG/HES-birth-cohorts,https://github.com/UCL-CHIG/HES-birth-cohorts,Description of methods for developing birth cohorts in Hospital Episode Statistics 
GitHub API,Karthick-840,Karthick-840/Karthick-840,https://github.com/Karthick-840/Karthick-840,Config files for my GitHub profile.
GitHub API,website,artificialnouveau/website,https://github.com/artificialnouveau/website,
GitHub API,carrotsweeper,jbustamante35/carrotsweeper,https://github.com/jbustamante35/carrotsweeper,Pipeline to extract contours from images and run PCA analysis
GitHub API,ehr2HPO.prj,data2health/ehr2HPO.prj,https://github.com/data2health/ehr2HPO.prj,Conversion of EHR data (such as LOINC) to HPO codes
GitHub API,CCU004_02,BHFDSC/CCU004_02,https://github.com/BHFDSC/CCU004_02,CVD-COVID-UK project: Prediction of stroke and COVID-19 death using deep learning and sequential medical histories in a nationwide atrial fibrillation cohort
GitHub API,EntropyMasker,CirculatoryHealth/EntropyMasker,https://github.com/CirculatoryHealth/EntropyMasker,A fully automated approach for separating foreground (tissue) and background in bright-field microscopic whole-slide images of (immuno)histologically stained samples.
GitHub API,cv,zimolzak/cv,https://github.com/zimolzak/cv,Curriculum vitae. I like my cv.sty LaTeX file.
GitHub API,awesome-indoor-farming,csmsx/awesome-indoor-farming,https://github.com/csmsx/awesome-indoor-farming,"A curated list of awesome dataset, technologies, companies, and media about Indoor Farming."
GitHub API,data-system,Salk-Harnessing-Plants-Initiative/data-system,https://github.com/Salk-Harnessing-Plants-Initiative/data-system,"The main Salk HPI Data System for tracking plants and their phenotypic data in the lab, greenhouse, and field. Integrates with QR code tracking. Makes querying past experiments (+ images, etc.) and environmental data easier."
GitHub API,SeedCoatColor,seninfobio/SeedCoatColor,https://github.com/seninfobio/SeedCoatColor,
GitHub API,Awesome-Precision-Agriculture,px39n/Awesome-Precision-Agriculture,https://github.com/px39n/Awesome-Precision-Agriculture,"Advancement of UAV, deep Learning and cutting edged technologies and papers in Precision Agriculture. "
GitHub API,Awesome-Machine-Learning-in-Biomedical-Healthcare-Imaging,XindiWu/Awesome-Machine-Learning-in-Biomedical-Healthcare-Imaging,https://github.com/XindiWu/Awesome-Machine-Learning-in-Biomedical-Healthcare-Imaging,"A list of awesome selected resources towards the application of machine learning in Biomedical/Healthcare Imaging, inspired by"
GitHub API,pyfao56,kthorp/pyfao56,https://github.com/kthorp/pyfao56,A Python implementation of the FAO-56 dual crop coefficient approach for crop water use estimation and irrigation scheduling
GitHub API,tscfat,ArgonSilicon/tscfat,https://github.com/ArgonSilicon/tscfat,
GitHub API,BraPolar,abelgonzalez/BraPolar,https://github.com/abelgonzalez/BraPolar,"BraPolar is an Android m-Health for remote monitoring patients with Bipolar Affective Disorder, presenting real-time mood and behavior fluctuations in participants through interaction with their mobile devices. "
GitHub API,awesome-biological-image-analysis,hallvaaw/awesome-biological-image-analysis,https://github.com/hallvaaw/awesome-biological-image-analysis,"A curated list of softwares, tools, pipelines, plugins etc. for image analysis related to biological questions."
GitHub API,zECG_base,tvyduo/zECG_base,https://github.com/tvyduo/zECG_base,Repository for zebrafish ECG traces generated from Duong et. al. (2021)
GitHub API,bioimage-search,aws-samples/bioimage-search,https://github.com/aws-samples/bioimage-search,
GitHub API,Medical-Datasets-for-Machine-Learning,QQQHY/Medical-Datasets-for-Machine-Learning,https://github.com/QQQHY/Medical-Datasets-for-Machine-Learning,Medical Datasets for Machine Learning 机器学习医学数据
GitHub API,3d-root-crown-analysis-pipeline,Topp-Roots-Lab/3d-root-crown-analysis-pipeline,https://github.com/Topp-Roots-Lab/3d-root-crown-analysis-pipeline,A pipeline to process 3-D volumes (.raw) of maize root crowns
GitHub API,docs,GCSP-BDSI/docs,https://github.com/GCSP-BDSI/docs,
GitHub API,aradeepopsis,phue/aradeepopsis,https://github.com/phue/aradeepopsis,
GitHub API,Articles-on-AI-in-Healthcare,mayuresh12345/Articles-on-AI-in-Healthcare,https://github.com/mayuresh12345/Articles-on-AI-in-Healthcare,
GitHub API,aradeepopsis,Gregor-Mendel-Institute/aradeepopsis,https://github.com/Gregor-Mendel-Institute/aradeepopsis,"A versatile, fully open-source pipeline to extract phenotypic measurements from plant images"
GitHub API,maize,georginaehemba/maize,https://github.com/georginaehemba/maize,
GitHub API,PARC,ShobiStassen/PARC,https://github.com/ShobiStassen/PARC,
GitHub API,awesome-metadata,stevetsa/awesome-metadata,https://github.com/stevetsa/awesome-metadata,"A list of resources for metadata tools, standards and/or development"
GitHub API,healthcare_ml,isaacmg/healthcare_ml,https://github.com/isaacmg/healthcare_ml,A curated list of ML|NLP resources for healthcare.
GitHub API,SurvivalAnalysisPapers,shi-ang/SurvivalAnalysisPapers,https://github.com/shi-ang/SurvivalAnalysisPapers,A list of papers/resources in Survival Analysis that we have read or would like to read.
GitHub API,awesome-ehr-deeplearning,hurcy/awesome-ehr-deeplearning,https://github.com/hurcy/awesome-ehr-deeplearning,"Curated list of awesome papers for electronic health records(EHR) mining, machine learning, and deep learning."
GitHub API,Heathcare_ML,Debajyoti2040/Heathcare_ML,https://github.com/Debajyoti2040/Heathcare_ML,
GitHub API,SRA,christianabbet/SRA,https://github.com/christianabbet/SRA,
GitHub API,test,bbbrz/test,https://github.com/bbbrz/test,testing org mode and markdown
GitHub API,Transient_Oscillation_Dynamics_Toolbox,preraulab/Transient_Oscillation_Dynamics_Toolbox,https://github.com/preraulab/Transient_Oscillation_Dynamics_Toolbox,Transient Oscillation Dynamics Toolbox v1.0 - Prerau Laboratory (sleepEEG.org)
GitHub API,AMLD2020,smyth7/AMLD2020,https://github.com/smyth7/AMLD2020,Applied ML Days 2020
GitHub API,X-is-all-you-need,vinayprabhu/X-is-all-you-need,https://github.com/vinayprabhu/X-is-all-you-need,A survey of all the 'X is all you need'
GitHub API,patient_embedding,neiljethani/patient_embedding,https://github.com/neiljethani/patient_embedding,Repository for code related to creating patient embeddings from MIMIC III Data
GitHub API,awesome-graph-explainability-papers,flyingdoog/awesome-graph-explainability-papers,https://github.com/flyingdoog/awesome-graph-explainability-papers,Papers about explainability of GNNs
GitHub API,meshroom_publications,natowi/meshroom_publications,https://github.com/natowi/meshroom_publications,Publications mentioning Meshroom
GitHub API,Histopathology-Datasets,maduc7/Histopathology-Datasets,https://github.com/maduc7/Histopathology-Datasets,Ressources of histopathology datasets
GitHub API,20fall-,zkysfls/20fall-,https://github.com/zkysfls/20fall-,
GitHub API,Aweome-Heathcare-Federated-Learning,monk1337/Aweome-Heathcare-Federated-Learning,https://github.com/monk1337/Aweome-Heathcare-Federated-Learning,A curated list of Federated Learning papers/articles and recent advancements.
GitHub API,Deeplearning-Biology-Papers,manjunath5496/Deeplearning-Biology-Papers,https://github.com/manjunath5496/Deeplearning-Biology-Papers,"""The laws of physics demand the existence of something called 'negative energy'.""― Stephen Hawking"
GitHub API,bioinfo_pi_atlas,DC-Jade/bioinfo_pi_atlas,https://github.com/DC-Jade/bioinfo_pi_atlas,
GitHub API,Bison-Fly,filipematias23/Bison-Fly,https://github.com/filipematias23/Bison-Fly,Bison-Fly is the NDSU Spring Wheat UAV Pipeline developed in partnership with Drone2Phenome UAV community (D2P). In this pipeline we are presenting step by step how we have been applying UAV data on our breeding program. This is a open source R code from where anyone can use and adept for different crops. All suggestions are welcome. Help us to build this platform in partnership with Drone2Phenome community. 
GitHub API,Bioinfor_researchers_atlas,WWXkenmo/Bioinfor_researchers_atlas,https://github.com/WWXkenmo/Bioinfor_researchers_atlas,
GitHub API,LifeSciTrainingSlack,JasonJWilliamsNY/LifeSciTrainingSlack,https://github.com/JasonJWilliamsNY/LifeSciTrainingSlack,A Slack community of people who do short-format training in the life sciences
GitHub API,An-Improved-Synthetic-Minority-Over-sampling-Technique-for-Imbalanced-Data-Set-Learning,s0920832252/An-Improved-Synthetic-Minority-Over-sampling-Technique-for-Imbalanced-Data-Set-Learning,https://github.com/s0920832252/An-Improved-Synthetic-Minority-Over-sampling-Technique-for-Imbalanced-Data-Set-Learning,論文實驗程式環境建立
GitHub API,RL-DoubleDQN-PrioritizedReplay,yutongshen/RL-DoubleDQN-PrioritizedReplay,https://github.com/yutongshen/RL-DoubleDQN-PrioritizedReplay,
GitHub API,ExperienceSamplingApplication,everKalle/ExperienceSamplingApplication,https://github.com/everKalle/ExperienceSamplingApplication,
GitHub API,testing,EveraertJan/testing,https://github.com/EveraertJan/testing,testing digitalocean
GitHub API,Jedi,BYU-PCCL/Jedi,https://github.com/BYU-PCCL/Jedi,A Deep RL Framework
GitHub API,REPER-on-DQN,Hanson-Liuhx/REPER-on-DQN,https://github.com/Hanson-Liuhx/REPER-on-DQN,SI151 Optimization and Machine Learning course final project: Recent Emphasized Prioritized Experience Replay on Deep Q-Network
GitHub API,TD_UP2_EEJSI,GuillaumeVIMONT/TD_UP2_EEJSI,https://github.com/GuillaumeVIMONT/TD_UP2_EEJSI,This repo contain ressources of the course EEJSI
GitHub API,GSOC-Opencv-matting,Nerdyvedi/GSOC-Opencv-matting,https://github.com/Nerdyvedi/GSOC-Opencv-matting,Repository for implementing alpha matting
GitHub API,SignificantSampling,lynshao/SignificantSampling,https://github.com/lynshao/SignificantSampling,Technical Report and Source Codes
GitHub API,surveytool,adamfeuer/surveytool,https://github.com/adamfeuer/surveytool,Python-Django web application to run experience sampling method surveys
GitHub API,Weijia-Ren,weijia-ren/Weijia-Ren,https://github.com/weijia-ren/Weijia-Ren,Statistical research scientist
GitHub API,Qsearch_MSc_Final_project,thenatzzz/Qsearch_MSc_Final_project,https://github.com/thenatzzz/Qsearch_MSc_Final_project,
GitHub API,thesis-android-apps,fd-jian/thesis-android-apps,https://github.com/fd-jian/thesis-android-apps,Android applications of the master thesis.
GitHub API,Experience,ece1778github/Experience,https://github.com/ece1778github/Experience,
GitHub API,tesc-website,mihaiconstantin/tesc-website,https://github.com/mihaiconstantin/tesc-website,The landing page of Tilburg Experience Sampling Center (https://experiencesampling.nl)
GitHub API,AdaptiveESM,Kaist-ICLab/AdaptiveESM,https://github.com/Kaist-ICLab/AdaptiveESM,A proof-of-concept for an adaptive sampling method to collect emotions in the wild.
GitHub API,ExperienceSamplerClone,Zstan21/ExperienceSamplerClone,https://github.com/Zstan21/ExperienceSamplerClone,
GitHub API,ExperienceSampler,sabrinathai/ExperienceSampler,https://github.com/sabrinathai/ExperienceSampler,An open-source smartphone app designed for experience sampling developed using Cordova
GitHub API,experience-sampling,googlearchive/experience-sampling,https://github.com/googlearchive/experience-sampling,The Chrome Experience User Survey (CUES) extension.
GitHub API,retro-agents,seungjaeryanlee/retro-agents,https://github.com/seungjaeryanlee/retro-agents,Agents for OpenAI Retro Contest
GitHub API,RL-Pseudocode,LinxiFan/RL-Pseudocode,https://github.com/LinxiFan/RL-Pseudocode,
GitHub API,TRPO,ssw5075839/TRPO,https://github.com/ssw5075839/TRPO,
GitHub API,memoire,lns/memoire,https://github.com/lns/memoire,
GitHub API,ExperienceSampler-Test,adamsmythe/ExperienceSampler-Test,https://github.com/adamsmythe/ExperienceSampler-Test,
GitHub API,Shiny-Resume-app,shashu1993/Shiny-Resume-app,https://github.com/shashu1993/Shiny-Resume-app,An interactive app made on R Shiny which displays all my projects and my resume
GitHub API,DRL,Kyushik/DRL,https://github.com/Kyushik/DRL,Repository for codes of 'Deep Reinforcement Learning'
GitHub API,Mobile-Experience-Sampling-Master,forzaz/Mobile-Experience-Sampling-Master,https://github.com/forzaz/Mobile-Experience-Sampling-Master,SampleU - An Open Source Experience Sampling and Ecological Momentary Intervention App for Android and iOS
GitHub API,Survey-App-Android,ZachStanik21/Survey-App-Android,https://github.com/ZachStanik21/Survey-App-Android,Android version of a web-based survey app developed for the Yale School of Public Health
GitHub API,CRBMSound,simondemeule/CRBMSound,https://github.com/simondemeule/CRBMSound,Experimental machine learning algorithms for sound synthesis
GitHub API,-Review-Stabilising-Experience-Replay-for-Deep-Multi-Agent-Reinforcement-Learning,170928/-Review-Stabilising-Experience-Replay-for-Deep-Multi-Agent-Reinforcement-Learning,https://github.com/170928/-Review-Stabilising-Experience-Replay-for-Deep-Multi-Agent-Reinforcement-Learning,[Review]
GitHub API,gin,shakedzy/gin,https://github.com/shakedzy/gin,Models library for training one's computer
GitHub API,chdss2019_content,cskemp/chdss2019_content,https://github.com/cskemp/chdss2019_content,Content for the 2019 Complex Human Data Summer School
GitHub API,alfred-messenger,hgueguen/alfred-messenger,https://github.com/hgueguen/alfred-messenger,Here is hosted Alfred the flow tester
GitHub API,DQN-pong,namm2008/DQN-pong,https://github.com/namm2008/DQN-pong,Using Deep Q Learning to solve the classical Atari Game - Pong.
GitHub API,deep_rl_atari,vmtang11/deep_rl_atari,https://github.com/vmtang11/deep_rl_atari,Deep Q Learning to achieve human-level performance on the Atari 2600 games
GitHub API,pathtracer,Toctave/pathtracer,https://github.com/Toctave/pathtracer,A minimal pathtracer written in C
GitHub API,DialogPolicy,iTharindu/DialogPolicy,https://github.com/iTharindu/DialogPolicy,Dialog policy optimization for task-oriented conversational agents in low resource setting using Reinforcement learning. The methodology is based on a novel probability based Self-play technique and a novel Reward based sampling technique that prioritizes failed dialogues over successful ones
GitHub API,distributive-prioritised-hindsight-experience-replay,ojasjoshi/distributive-prioritised-hindsight-experience-replay,https://github.com/ojasjoshi/distributive-prioritised-hindsight-experience-replay,building.....
GitHub API,transfer-policy-search,AndreaTirinzoni/transfer-policy-search,https://github.com/AndreaTirinzoni/transfer-policy-search,"Code for the paper ""Transfer of Samples in Policy Search via Multiple Importance Sampling"" (ICML 2019)."
GitHub API,reinforcement-learning-notes,amal-sunny/reinforcement-learning-notes,https://github.com/amal-sunny/reinforcement-learning-notes,
GitHub API,dissertation,jrosen48/dissertation,https://github.com/jrosen48/dissertation,Joshua Rosenberg's Dissertation for the EPET Ph.D. program at MSU
GitHub API,open-sustainable-technology,protontypes/open-sustainable-technology,https://github.com/protontypes/open-sustainable-technology,"A curated list of open technology projects to sustain a stable climate, energy supply, and natural resources. "
GitHub API,IROS2021PaperList,dectrfov/IROS2021PaperList,https://github.com/dectrfov/IROS2021PaperList,IROS 2021 paper list
GitHub API,IROS2020-paper-list,PaoPaoRobot/IROS2020-paper-list,https://github.com/PaoPaoRobot/IROS2020-paper-list,IROS2020 paperlist by paopaorobot
GitHub API,awesome-IROS2020-paper-list,qxiaofan/awesome-IROS2020-paper-list,https://github.com/qxiaofan/awesome-IROS2020-paper-list,汇总了IROS论文集
GitHub API,aph_ema_handbook,jruwaard/aph_ema_handbook,https://github.com/jruwaard/aph_ema_handbook,EMA in Mental Health Research
GitHub API,About,bjaso6/About,https://github.com/bjaso6/About,
GitHub API,Models-for-Intensively-Collected-Mobile-Data,adamzhang822/Models-for-Intensively-Collected-Mobile-Data,https://github.com/adamzhang822/Models-for-Intensively-Collected-Mobile-Data,Computation algorithms and statistical models for mobile health data
GitHub API,vwm,daskalov/vwm,https://github.com/daskalov/vwm,
GitHub API,CA400-Final-Year-Project,pedrocanes/CA400-Final-Year-Project,https://github.com/pedrocanes/CA400-Final-Year-Project,CA400 Final Year Project: Daisy Voice Assistant
GitHub API,sleep_puberty_affect_associations,jackie-schwartz/sleep_puberty_affect_associations,https://github.com/jackie-schwartz/sleep_puberty_affect_associations,
GitHub API,surveyapp,wdwdz/surveyapp,https://github.com/wdwdz/surveyapp,
GitHub API,Coremelysis,Galdineris/Coremelysis,https://github.com/Galdineris/Coremelysis,Coremelysis is an app for experience sampling that uses machine learning for sentiment analysis.
GitHub API,esmpack,wviechtb/esmpack,https://github.com/wviechtb/esmpack,R package to facilitate the preparation and management of ESM/EMA data
GitHub API,IsolationAlert,Doge-is-Dope/IsolationAlert,https://github.com/Doge-is-Dope/IsolationAlert,👨‍⚕️ An Android app used to identify social status based on users' social activities
GitHub API,long.tools,myles-maillet/long.tools,https://github.com/myles-maillet/long.tools,R package for analyzing longitudinal data in the social sciences
GitHub API,PIDApp,Luca-Menghini/PIDApp,https://github.com/Luca-Menghini/PIDApp,Pulse Intervals Detection App: An R Shiny app to detect and process pulse intervals from pothoplethismography-based blood volume pulse
GitHub API,sensor_EMA_PD_monitoring,jgvhabets/sensor_EMA_PD_monitoring,https://github.com/jgvhabets/sensor_EMA_PD_monitoring,Code to test technical validity of public data set containing objective wearable sensor (accelerometer and gyroscope) data and subjective EMA (ecological momentary assessment) data.
GitHub API,EmotionTimeSeries,jmbh/EmotionTimeSeries,https://github.com/jmbh/EmotionTimeSeries,Data archive of seven open emotion time series from studies using Experience Sampling Methodology
GitHub API,anxiety_prediction,mlfpm/anxiety_prediction,https://github.com/mlfpm/anxiety_prediction,"Code and examples for ""Shift in Social Media App Usage During COVID-19 Lockdown and Clinical Anxiety Symptoms: Machine Learning–Based Ecological Momentary Assessment Study"""
GitHub API,SurveyMerge,bjventures/SurveyMerge,https://github.com/bjventures/SurveyMerge,Excel macros which merge multiple PIEL Survey data files and multiple survey runs.
GitHub API,Smartphone_Analysis,sy2399/Smartphone_Analysis,https://github.com/sy2399/Smartphone_Analysis,From smartphone data collection to modeling
GitHub API,nativescript-emai-framework,GeoTecINIT/nativescript-emai-framework,https://github.com/GeoTecINIT/nativescript-emai-framework,Easing the development of Ecological Momentary Assessment and Intervention apps
GitHub API,Automatic-psychological-text-analyses-KNN,budihan/Automatic-psychological-text-analyses-KNN,https://github.com/budihan/Automatic-psychological-text-analyses-KNN,Automated schema classification for Schema-Focused Therapy using k-NearestNeighbour
GitHub API,iDialogPad,gemu2015/iDialogPad,https://github.com/gemu2015/iDialogPad,EMA App for IOS
GitHub API,EMAR,emar-project/EMAR,https://github.com/emar-project/EMAR,
GitHub API,analysis_state-impulsivity_hunger,SimonvBaal/analysis_state-impulsivity_hunger,https://github.com/SimonvBaal/analysis_state-impulsivity_hunger,
GitHub API,Pre-Alpha,Gardener-of-Mind/Pre-Alpha,https://github.com/Gardener-of-Mind/Pre-Alpha,Pre-Alpha Release of Platform. Please note that this is very unstable at the moment.
GitHub API,tower-airdrop,qutang/tower-airdrop,https://github.com/qutang/tower-airdrop,
GitHub API,sema2_web,eorygen/sema2_web,https://github.com/eorygen/sema2_web,SEMA2 Open Source - Web
GitHub API,ieso,WilliamChiu/ieso,https://github.com/WilliamChiu/ieso,"ieso is a platform where users can share their emotions and experiences, and receive help in processing them from other users as well as volunteer student social workers"
GitHub API,mCerebrum-EMA,MD2Korg/mCerebrum-EMA,https://github.com/MD2Korg/mCerebrum-EMA,
GitHub API,PeerSupportApp,PeterHart23/PeerSupportApp,https://github.com/PeterHart23/PeerSupportApp,"This application was created as a way for CSU students to connect with each other while monitoring their personal mental health. The app has a search page to find other students and see what their major, academic level, and interests are. Once a fellow student has been found, they can be added as a friend and the chat functionality is unlocked between the two. Also, the main page contains an EMA (Ecological momentary assessment) which is basically a short survey that tracks how the student’s behaviors and school life is currently going. This app helps improve students’ mental health by connecting students with common interests and providing a way for students to track their personal mental health."
GitHub API,SoDA501,burtmonroe/SoDA501,https://github.com/burtmonroe/SoDA501,Material for Social Data Analytics 501 @ Penn State
GitHub API,final-project-aws-participant-ingest-pipeline,lsc4ss-s21/final-project-aws-participant-ingest-pipeline,https://github.com/lsc4ss-s21/final-project-aws-participant-ingest-pipeline,AWS Assisted Pipeline for Research Participant Management
GitHub API,studentlife,cran/studentlife,https://github.com/cran/studentlife,:exclamation: This is a read-only mirror of the CRAN R package repository.  studentlife — Tidy Handling and Navigation of the Student-Life Dataset. Homepage: https://github.com/Frycast/studentlife  Report bugs for this package: https://github.com/Frycast/studentlife/issues
GitHub API,open-data-exploratory,CornellPACLab/open-data-exploratory,https://github.com/CornellPACLab/open-data-exploratory,
GitHub API,studentlife,frycast/studentlife,https://github.com/frycast/studentlife,Tidy handling and navigation of the valuable Student-Life mHealth dataset
GitHub API,mental-health-datasets,kharrigian/mental-health-datasets,https://github.com/kharrigian/mental-health-datasets,An evolving list of electronic media data sets used to model mental-health status.
GitHub API,hypMuVar,donaldRwilliams/hypMuVar,https://github.com/donaldRwilliams/hypMuVar,Bayesian Hypothesis Testing of Mean--Variance Relations
GitHub API,aglocl,gunnihinn/aglocl,https://github.com/gunnihinn/aglocl,An automatically generated list of curated lists
GitHub API,Hangman,josephmoyer/Hangman,https://github.com/josephmoyer/Hangman,"A hangman game using the 6of12 word list, found at http://wordlist.sourceforge.net/, and included in the public domain by it's creator."
GitHub API,awarns-framework,GeoTecINIT/awarns-framework,https://github.com/GeoTecINIT/awarns-framework,"Easing the development of context-aware apps. Powered by our Task Dispatcher and Context Apis plugins. Modular by design, just use what you need"
Google,M-Path,m-Path – Free tool for blended care by KU Leuven,https://m-path.io/landing/,"The platform provides an intuitive and flexible framework for real-life assessment and intervention, and is entirely free to use."
